作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Group,Edu,Education,Language,USEOFAI,Synchronicity_1,Synchronicity_2,Synchronicity_3,Synchronicity_4,Synchronicity_5,Synchronicity_6,Synchronicity_7,Synchronicity_8,Synchronicity_9,Synchronicity_10,Synchronicity_11,Synchronicity_12,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Excitement_4,Excitement_5,Excitement_8,Excitement_9,Referencing_1,Referencing_4,Referencing_5,PrivacyConcern_1,PrivacyConcern_2,PrivacyConcern_3,PrivacyConcern_4,PrivacyConcern_5,PrivacyConcern_6,PrivacyConcern_7,PrivacyConcern_8,DisadvantagingTarget_1,DisadvantagingTarget_2,DisadvantagingTarget_3,Autheticity_1,Autheticity_2,Autheticity_3,Trustworthiness_1,Trustworthiness_2,Trustworthiness_3,Trustworthiness_5,Trustworthiness_6,AwarenessGenAI_1,AwarenessGenAI_2,AwarenessGenAI_3,AwarenessGenAI_4,Colonisation_ExcessiveManipulation4,Colonisation_ExcessiveManipulation5,Colonisation_ExcessiveManipulation6,Colonisation_ExcessiveManipulation7,Reflexivity_Potential4,Reflexivity_Potential5,Reflexivity_Potential6,Reflexivity_Potential9,Engagement_Info1,Engagement_Info2,Engagement_Info3,Engagement_Emotion1,Engagement_Emotion2,Engagement_Emotion3,Engagement_Behaviour1,Engagement_Behaviour2,Engagement_Behaviour3,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,PRIVACYCONCERN,DISADVANTAGING,AUTHETICITY,COLONISATION,REFLXIVITY,AI_REALISATION,PERCERIVED_SYNCHRONICITY,CAT_PRIVACYCONCERN,CAT_DISADVANTAGING,CAT_AUTHENTICITY,CAT_COLONISATION,CAT_REFLEXIVITY,CAT_AI_REALISATION,CAT_AUTHETICITY
lAGyR2mWJag,xebEd36L,2025-01-08 16:39:49,2025-01-08 16:49:34,585,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,223.96.92.29,118.0876529,36.7532161,山东省,淄博市,COMPUTER,Windows,WeChat,1920px*1080px,1,3,4,2,1,3,4,4,4,3,3,4,4,3,3,3,4,2,3,1,1,3,1,2,1,1,1,1,1,1,2,1,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,2,3,1,1,1,3,3,3,2,2,1,1,1,1,3,3,33357.9,17861.2,36451.1,3.55555555555556,3.14285714285714,3,3,1.71428571428571,3.75,3.41666666666667,1,1,0,1,0,0,0
vwkaJrW3J13,5Lwow81L,2025-01-08 16:34:22,2025-01-08 16:45:46,684,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,124.166.242.76,113.5875231,37.8573686,山西省,阳泉市,COMPUTER,Windows,Chrome,1463px*915px,1,3,4,2,1,3,4,5,4,4,5,4,5,4,4,5,5,4,4,5,4,5,5,4,4,4,4,4,5,4,4,5,5,4,4,5,4,4,4,5,2,1,2,4,4,5,4,5,4,5,4,4,5,4,4,1,1,1,2,5,4,4,5,5,4,4,5,4,4,4,5,4,3,3,50858.2,48691,30757,4.44444444444444,1.57142857142857,4.375,1.25,4.42857142857143,4.25,4.41666666666667,1,0,1,0,1,1,1
NPXj09yd1Dq,me3l8paM,2025-01-08 16:29:19,2025-01-08 16:42:25,786,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,183.169.115.173,113.0240446,28.1978805,湖南省,长沙市,COMPUTER,Windows,Chrome,1920px*1080px,1,3,5,3,1,2,4,3,4,4,4,5,4,3,3,3,4,4,2,2,3,3,4,3,3,5,2,3,4,3,2,3,5,4,4,4,5,3,4,3,4,4,3,3,4,3,4,4,3,3,4,5,4,3,3,2,4,3,2,3,1,2,3,3,4,2,3,4,4,2,2,1,3,3,70168.9,15339,43308.2,4,3.71428571428571,3.5,2.75,3,3.75,3.75,1,1,0,1,0,0,0
vwkdRqAE92A,kMr3O307,2025-01-08 12:33:20,2025-01-08 12:44:44,684,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,59.61.96.255,119.3938430,26.0961260,福建省,福州市,COMPUTER,Windows,Chrome,2560px*1440px,0,3,4,4,1,3,4,4,5,4,3,4,4,5,5,3,4,5,2,2,1,3,4,4,4,4,4,2,2,2,5,5,4,4,5,5,5,4,5,4,2,2,2,4,4,4,3,4,4,5,4,5,5,5,3,4,2,4,2,1,1,1,3,3,4,5,4,4,4,3,4,4,14,3,26235.7,39271.1,35954.1,4.44444444444444,2,4,3,2.42857142857143,4.5,4.16666666666667,1,0,1,1,0,1,1
g90m8AOolVk,veEaEj1e,2025-01-08 10:16:53,2025-01-08 10:27:23,630,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,60.12.210.60,121.5649706,29.8707641,浙江省,宁波市,COMPUTER,Windows,Chrome,1920px*1080px,0,3,5,3,1,3,4,5,4,4,3,4,3,4,4,3,4,4,3,2,2,3,4,4,3,3,3,3,3,4,4,3,4,2,4,4,3,3,4,4,3,2,2,4,4,3,4,4,3,3,3,3,4,3,2,3,4,3,3,2,3,2,2,4,3,3,3,4,4,3,3,3,14,3,11831.34,25656.29,46136.96,3.44444444444444,2.42857142857143,3.5,3.25,2.71428571428571,3,3.83333333333333,1,1,0,1,0,0,0
Q1knvQ6n5BY,kMrYvEBe,2025-01-08 09:14:51,2025-01-08 09:27:22,751,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,123.52.19.223,113.6222160,34.7548010,河南省,郑州市,COMPUTER,Windows,Chrome,1920px*1080px,0,3,4,3,1,3,4,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,5,5,4,5,5,4,4,4,5,5,2,1,1,1,2,2,2,1,2,1,1,4,5,4,4,4,4,5,5,3,3,2,2,2,1,2,1,4,5,5,4,4,4,5,4,4,4,3,4,4,14,3,3342.1,4772.9,34911.5,1.44444444444444,1.57142857142857,4.375,1.5,4.42857142857143,2.5,4.33333333333333,0,0,1,0,1,0,1
mNVVYBNaQ3d,p7Yv310L,2025-01-08 09:09:03,2025-01-08 09:18:20,557,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,180.123.144.44,117.2056192,34.2581229,江苏省,徐州市,COMPUTER,Windows,Chrome,1920px*1080px,0,3,4,4,1,3,4,5,4,4,5,4,5,4,3,4,1,4,4,3,3,4,3,3,4,5,4,4,5,4,5,3,3,2,1,3,2,2,3,2,2,3,2,4,4,5,5,4,5,4,5,4,4,1,4,1,2,1,5,5,3,4,4,4,3,5,2,3,4,4,4,5,14,3,22507.2,11753.3,34988.3,2.33333333333333,1.85714285714286,4.5,2.25,4.14285714285714,3.25,3.91666666666667,0,0,1,0,1,0,1
g900NbNvxDy,ve8oaprL,2025-01-08 08:59:11,2025-01-08 09:11:50,759,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,218.6.169.95,104.7222752,31.4671876,四川省,绵阳市,COMPUTER,Windows,Chrome,1536px*864px,0,3,4,2,1,3,4,5,4,3,4,5,4,4,5,4,4,5,4,5,4,4,5,4,5,5,5,4,4,4,5,4,4,5,5,5,4,5,5,4,2,1,3,4,4,3,4,5,4,4,3,2,3,2,2,5,5,4,4,2,3,4,4,4,3,5,4,4,5,3,5,4,14,3,19430.4,3586.2,32592.5,4.55555555555556,2,3.875,4.5,3.85714285714286,2.25,4.25,1,0,0,1,1,0,1
nZooqBAKr0R,BMDA8yQ7,2025-01-08 08:30:00,2025-01-08 08:47:45,1065,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,27.27.11.46,112.1560480,32.0591750,湖北省,襄阳市,COMPUTER,Windows,Chrome,1536px*864px,0,3,4,5,1,3,4,4,5,4,4,5,4,4,5,4,5,4,3,3,4,4,4,4,5,4,4,4,4,3,4,4,4,3,4,4,5,5,4,4,3,4,4,4,4,3,4,4,3,4,3,3,4,4,3,4,4,5,4,2,2,1,3,4,4,5,4,5,4,4,4,3,14,3,44115.1,20949.5,37215.4,4,3.57142857142857,3.625,4.25,2.42857142857143,3.5,4.33333333333333,1,1,0,1,0,0,0
Xy4r62BzOzO,aMgO4oOM,2025-01-07 23:13:01,2025-01-07 23:25:17,736,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,111.25.25.169,125.3078920,43.9199660,吉林省,长春市,COMPUTER,Windows,Chrome,1280px*720px,0,3,2,2,1,3,4,4,3,4,5,3,5,5,5,5,4,5,2,1,1,1,4,4,5,4,4,3,3,4,5,3,4,5,5,5,5,4,4,3,5,5,5,4,4,4,5,5,3,3,5,5,4,5,5,2,2,1,3,1,2,3,3,2,5,4,4,4,4,2,2,1,14,3,30377.3,25844.9,34633.5,4.33333333333333,4.28571428571429,4.125,2,3,4.75,4.33333333333333,1,1,1,0,0,1,1
Xy4rJqPbn5D,xebpygX7,2025-01-07 22:47:14,2025-01-07 22:58:52,698,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,14.122.131.118,110.4061389,21.1995566,广东省,湛江市,COMPUTER,Windows,WeChat,1280px*720px,0,3,4,3,1,2,4,5,4,4,3,5,3,5,4,4,5,4,2,1,2,2,4,3,4,2,3,1,1,3,2,2,3,4,3,4,5,5,3,2,2,2,1,4,3,4,4,4,5,4,3,4,5,5,4,2,1,2,2,4,5,3,4,4,3,4,2,1,2,4,4,3,14,3,46173.8,37683.8,30424.4,3.44444444444444,1.71428571428571,3.875,1.75,3.85714285714286,4.5,4.16666666666667,1,0,0,0,1,1,1
lAGJVNOOq5R,5M2aOWDe,2025-01-07 22:40:17,2025-01-07 22:56:39,982,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,182.150.102.178,104.1874670,30.5672260,四川省,成都市,COMPUTER,Windows,Chrome,1536px*864px,0,3,4,2,1,3,3,3,2,2,4,4,3,5,4,2,2,2,2,2,3,3,2,2,3,2,3,1,1,2,3,2,4,4,5,5,5,4,4,3,3,2,3,3,3,2,3,4,3,1,2,4,5,4,4,5,4,3,5,2,5,3,5,3,4,2,2,3,2,3,4,2,14,3,72622.6,82744.4,34063.9,4.22222222222222,3.14285714285714,2.625,4.25,3.28571428571429,4.25,3,1,1,0,1,0,1,0
lAGJzKWJwo2,G7XnBAGe,2025-01-07 22:30:16,2025-01-07 22:50:54,1238,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,111.121.217.89,105.3105265,27.2943303,贵州省,毕节市,COMPUTER,Windows,Chrome,2560px*1440px,0,3,4,4,1,2,4,4,4,3,3,4,3,4,3,3,4,4,4,3,3,4,4,3,3,2,1,2,3,4,5,5,4,2,4,4,3,3,2,2,3,3,3,3,3,3,3,4,3,3,2,5,5,5,5,3,3,3,2,2,4,3,3,1,3,3,2,4,3,3,3,2,14,3,78873.9,78226.7,30682.7,2.88888888888889,2.71428571428571,3,2.75,3.42857142857143,5,3.58333333333333,0,1,0,1,0,1,0
nZoAYmqrl0m,yevkZ5bM,2025-01-08 00:27:15,2025-01-08 00:44:36,1041,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,117.132.79.42,118.0876529,36.7532161,山东省,淄博市,COMPUTER,Windows,Chrome,1440px*900px,1,4,4,5,1,3,5,5,5,4,4,4,5,4,4,5,4,5,5,4,4,5,5,4,4,5,4,4,5,4,5,4,4,4,5,5,4,5,4,4,2,1,2,5,4,4,4,5,4,5,4,4,5,4,3,2,2,1,2,4,5,4,5,4,5,5,4,4,5,4,5,4,4,4,110160.4,63439.9,32846.5,4.44444444444444,1.42857142857143,4.375,1.75,4.28571428571429,4,4.5,1,0,1,0,1,1,1
lAGJgNzodvg,kMrqm96e,2025-01-07 23:16:54,2025-01-07 23:33:33,999,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,121.35.102.158,114.0628150,22.5531840,广东省,深圳市,COMPUTER,Windows,Chrome,2560px*1440px,1,4,4,4,1,3,4,5,4,5,5,4,4,5,4,5,5,4,4,4,5,5,4,5,4,4,4,5,4,4,4,5,3,1,2,2,1,1,2,1,2,1,2,4,5,5,4,4,5,4,5,3,3,2,2,2,1,2,2,4,5,4,4,4,5,4,4,4,5,4,5,5,4,4,45451.4,39772.5,27346.6,1.66666666666667,1.71428571428571,4.5,1.75,4.28571428571429,2.5,4.5,0,0,1,0,1,0,1
Xy4rWRQ199B,ve8oAZxL,2025-01-07 23:11:56,2025-01-07 23:27:38,942,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,121.230.22.114,119.9226594,32.4832614,江苏省,泰州市,COMPUTER,Windows,Chrome,1280px*720px,1,4,4,3,1,3,4,5,5,4,4,5,4,4,5,4,5,5,5,4,4,5,5,4,5,4,4,4,4,5,5,4,2,1,2,1,3,2,3,1,1,2,2,4,5,4,4,4,5,4,4,5,5,4,4,2,1,1,2,5,4,4,4,4,4,5,4,4,5,5,5,4,4,4,20555.7,18163.6,38305.3,1.88888888888889,1.57142857142857,4.25,1.5,4.14285714285714,4.5,4.5,0,0,1,0,1,1,1
lAGJ51Epp1q,Ke5XNRxL,2025-01-07 22:54:43,2025-01-07 23:08:23,820,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,111.19.6.52,109.2238695,34.6611530,陕西省,西安市,COMPUTER,Windows,Chrome,1280px*720px,1,4,4,2,1,3,4,4,5,4,3,4,3,5,5,4,5,5,3,4,5,5,4,4,4,4,4,2,2,4,4,3,4,4,5,5,5,4,5,3,2,2,2,4,3,3,2,2,3,2,1,5,5,5,3,2,2,1,2,1,2,2,3,4,4,5,4,3,3,4,4,3,4,4,37087.1,56426.2,25276.9,4.22222222222222,2,2.5,1.75,2.28571428571429,4.5,4.25,1,0,0,0,0,1,0
Xy4a2WvZa65,QL0Rk1jM,2025-01-07 22:09:00,2025-01-07 22:20:10,670,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,183.225.93.183,102.5453590,24.3567890,云南省,玉溪市,COMPUTER,Windows,Chrome,1313px*739px,1,4,4,2,1,3,4,5,4,4,5,4,3,4,5,3,4,4,3,4,3,4,5,5,4,4,3,3,5,4,3,4,4,5,4,5,5,4,4,3,4,2,2,3,4,3,3,4,3,3,2,4,4,4,3,5,3,4,2,2,3,2,2,3,4,4,4,5,5,4,3,2,4,4,25697.6,34401.8,26980.5,4.22222222222222,2.42857142857143,3.125,3.5,2.57142857142857,3.75,4.08333333333333,1,1,0,1,0,0,0
mNV859Wg6ad,nePOn3vL,2025-01-08 18:07:37,2025-01-08 18:22:17,880,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,223.70.193.74,116.4672510,39.9580310,北京市,市辖区,COMPUTER,Windows,Chrome,1920px*1080px,1,4,5,4,1,3,5,5,4,4,5,5,4,5,5,4,5,4,4,4,4,5,5,4,5,4,5,5,5,4,5,4,4,4,5,5,4,5,4,4,2,1,2,4,4,3,4,4,3,4,4,3,4,3,4,5,4,5,4,2,3,4,2,4,5,5,4,5,4,3,4,4,4,4,34408.5,15836.3,24609.6,4.44444444444444,1.71428571428571,3.75,4.5,2.85714285714286,3.5,4.58333333333333,1,0,0,1,0,0,0
mNV8lgZbkxz,xebpqxN7,2025-01-08 16:42:58,2025-01-08 17:05:05,1327,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,124.119.50.14,86.0380920,44.3060590,新疆维吾尔自治区,自治区直辖县级行政区划,COMPUTER,Windows,Chrome,1280px*720px,1,4,5,2,1,3,4,4,4,4,4,4,4,5,5,5,5,5,3,3,3,3,4,4,4,5,4,4,4,3,4,5,4,4,4,4,4,2,4,4,2,2,2,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,3,2,2,4,4,5,4,4,5,3,4,4,4,4,631195.1,7973.7,37301,3.77777777777778,2,3.875,4,2.71428571428571,3.5,4.41666666666667,1,0,1,1,0,0,1
Xy4NDEBlPAr,5M2onYN7,2025-01-08 16:27:08,2025-01-08 16:47:32,1224,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,111.18.81.253,107.0298000,33.0813910,陕西省,汉中市,COMPUTER,Windows,Chrome,1280px*720px,1,4,2,6,1,3,4,5,4,4,3,4,5,5,4,5,4,5,4,4,3,4,4,4,5,5,5,5,4,5,2,2,5,5,4,4,5,4,5,3,2,3,2,4,5,4,4,5,5,4,5,3,5,4,3,2,3,3,2,1,1,2,3,4,2,3,3,4,4,4,3,2,4,4,42414.1,32226.9,31282.4,4.22222222222222,2.28571428571429,4.5,2.5,2,3.75,4.33333333333333,1,0,1,0,0,0,1
lAGyKbozk14,o7j66Ko7,2025-01-08 16:33:13,2025-01-08 16:42:05,532,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,42.231.245.116,114.3461752,36.1001283,河南省,安阳市,COMPUTER,Windows,Chrome,2560px*1440px,1,4,3,3,1,3,4,5,5,5,3,4,4,5,5,4,5,4,4,3,5,4,4,5,5,5,5,4,4,4,4,5,4,4,5,5,5,3,4,5,3,2,2,3,3,4,4,5,5,3,4,4,4,5,4,2,2,2,3,5,4,4,4,4,5,5,3,4,5,3,4,3,4,4,38724.7,20053.1,36259.5,4.22222222222222,2.14285714285714,3.875,2.25,4.57142857142857,4.25,4.41666666666667,1,0,0,0,1,1,1
g90mB2XJBa8,kMrvvaBM,2025-01-08 09:34:35,2025-01-08 09:46:43,728,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,219.217.147.205,121.5273010,38.8807690,辽宁省,大连市,COMPUTER,Windows,Chrome,1920px*1080px,0,4,5,2,1,3,4,3,4,4,3,4,4,5,5,4,5,5,4,5,4,4,5,4,4,5,4,3,3,4,5,4,3,3,4,4,5,4,4,5,3,4,3,4,4,4,4,4,5,5,2,4,5,3,3,1,4,4,2,3,4,3,2,4,5,5,5,5,5,4,4,3,13,4,78144.1,51650.3,38547.8,4,3.28571428571429,4,2.75,3,3.75,4.16666666666667,1,1,1,1,0,0,1
bo33xJW38mJ,0eyjX6nM,2025-01-08 08:56:34,2025-01-08 09:09:13,759,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,115.150.175.240,114.9940360,27.1058462,江西省,吉安市,COMPUTER,Windows,WeChat,1685px*948px,0,4,4,4,1,2,5,5,4,5,5,4,4,4,5,3,4,5,5,4,4,5,5,5,5,4,5,4,4,5,5,5,3,3,4,4,3,3,4,2,2,3,2,5,4,5,4,4,3,4,3,3,2,3,2,3,2,2,3,2,4,4,3,4,4,5,4,4,5,5,4,4,13,4,69772.9,47079.2,29770.5,3.11111111111111,2.42857142857143,4,2.5,3,2.5,4.41666666666667,0,1,1,0,0,0,1
nZoon49yxa0,JekEWqB7,2025-01-08 08:42:35,2025-01-08 08:55:26,771,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,122.4.248.49,119.1072050,37.0238360,山东省,潍坊市,COMPUTER,Windows,Chrome,2560px*1440px,0,4,3,2,1,2,4,2,5,5,3,4,5,5,2,3,4,4,1,1,1,4,2,4,4,2,3,1,1,3,4,2,3,2,1,4,2,2,2,4,2,1,1,3,3,3,4,3,3,1,4,4,3,3,4,2,3,1,1,1,2,2,1,3,4,4,2,2,2,1,3,1,13,4,78789.7,58244.1,30557.3,2.55555555555556,1.85714285714286,3,1.75,1.71428571428571,3.5,3.83333333333333,0,0,0,0,0,0,0
Xy44mAkP64o,9LQk92QM,2025-01-08 07:18:18,2025-01-08 07:32:32,854,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,171.90.211.193,105.0056100,29.1788270,四川省,自贡市,COMPUTER,Windows,Chrome,1536px*864px,0,4,4,3,1,3,2,2,2,1,2,2,1,1,2,2,2,1,4,5,5,4,5,5,4,4,5,5,4,4,4,4,2,1,1,2,1,1,2,2,2,2,1,5,4,4,4,5,4,5,4,2,2,1,2,3,1,2,2,4,4,4,5,5,4,5,4,5,5,5,4,5,13,4,21208.1,36988.1,28206.2,1.55555555555556,1.42857142857143,4.375,2,4.28571428571429,1.75,1.66666666666667,0,0,1,0,1,0,1
NPXzYdGj1Dq,0eyb4vGM,2025-01-08 03:34:01,2025-01-08 03:44:52,651,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,183.129.252.10,119.7238250,30.2302190,浙江省,杭州市,COMPUTER,Windows,Chrome,1600px*1000px,0,4,4,2,1,3,4,5,4,4,5,4,4,4,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,2,1,2,2,1,1,2,2,1,1,2,4,4,4,4,5,5,4,4,4,4,5,4,2,2,2,2,3,4,4,4,3,3,4,4,4,5,4,5,5,13,4,9982.6,12476.4,35417.6,1.66666666666667,1.42857142857143,4.25,2,3.85714285714286,4.25,4.33333333333333,0,0,1,0,1,1,1
Q1kGrbbbgGY,oe4gZY8L,2025-01-08 02:07:35,2025-01-08 02:19:58,743,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,183.216.39.64,115.9191298,28.6745131,江西省,南昌市,COMPUTER,Windows,Chrome,1280px*720px,0,4,4,2,1,3,3,4,4,3,4,5,3,4,4,5,4,3,5,4,3,4,3,4,5,4,3,4,4,4,5,3,3,4,5,4,5,3,4,5,3,4,3,4,4,3,4,3,3,4,3,4,2,3,2,3,2,2,3,3,4,4,4,4,5,4,4,3,3,4,4,5,13,4,45029.5,38999.8,44369.5,4.11111111111111,3.42857142857143,3.5,2.5,3.71428571428571,2.75,3.83333333333333,1,1,0,0,0,0,0
oGmNaxbgoB0,p7YvaR8L,2025-01-08 01:08:23,2025-01-08 01:28:23,1200,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,36.99.221.56,113.6482322,34.7492146,河南省,郑州市,COMPUTER,Windows,Chrome,1920px*1080px,0,4,3,4,1,3,5,5,5,4,5,5,4,5,5,5,4,5,4,5,5,5,4,4,5,5,5,4,4,5,5,5,4,4,5,4,4,5,4,4,2,2,2,5,5,4,4,4,4,5,5,4,4,2,2,2,2,2,1,4,5,5,4,5,4,4,4,4,5,4,5,4,13,4,125608.4,109140.8,34602.4,4.22222222222222,1.85714285714286,4.5,1.75,4.71428571428571,3,4.75,1,0,1,0,1,0,1
mNVpKKWo43g,Ke5n0PnM,2025-01-07 22:43:34,2025-01-07 23:03:56,1222,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,221.197.232.118,117.1873170,39.0921730,天津市,市辖区,COMPUTER,Windows,Chrome,1366px*768px,0,4,5,5,1,3,4,4,3,3,4,5,4,4,3,3,3,4,3,4,4,4,5,4,4,4,3,5,4,4,5,5,2,2,1,2,3,2,3,1,2,3,1,3,4,4,4,5,4,3,4,5,3,5,4,4,2,1,1,4,5,3,4,4,5,5,5,4,3,4,5,4,13,4,123359.4,83701,34010.9,2,2.71428571428571,3.875,2,3.85714285714286,4.25,3.66666666666667,0,1,0,0,1,1,1
Q1kG8KQq0nA,Bep4W8xe,2025-01-07 22:36:58,2025-01-07 22:46:41,583,1,FBzu6b,消费者性格与AI视频广告研究mismatch真人组（Study3）,219.128.234.14,113.1258988,23.0229910,广东省,佛山市,COMPUTER,Windows,Chrome,1920px*1080px,0,4,4,2,1,3,3,3,2,3,3,4,3,4,3,2,4,3,2,2,2,3,4,3,2,2,2,2,2,2,4,3,4,5,5,5,5,5,4,4,3,3,4,3,2,2,3,2,3,3,2,4,3,4,3,5,4,4,5,2,4,2,4,2,3,3,2,3,3,1,2,2,13,4,32426.9,30539.1,35589.4,4.66666666666667,3.42857142857143,2.5,4.5,3.28571428571429,3.5,3.08333333333333,1,1,0,1,0,0,0
Q1kG9RD8o8G,kMrRv4yM,2025-01-08 00:59:52,2025-01-08 01:13:02,790,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,39.129.255.173,101.8536419,24.5652958,云南省,楚雄彝族自治州,COMPUTER,Windows,Chrome,1366px*768px,1,5,4,3,1,3,4,5,5,4,4,5,4,4,4,3,5,5,4,5,2,4,4,4,4,4,3,1,2,4,4,3,4,5,5,4,5,4,4,5,2,3,4,4,5,4,4,4,3,4,5,5,4,4,3,5,4,2,2,4,5,4,4,4,5,5,2,2,4,4,5,5,5,5,47389.7,44008.8,38705,4.44444444444444,3.57142857142857,4.125,3.25,4.14285714285714,4,4.33333333333333,1,1,1,1,1,1,1
oGmNpwyoaVB,27aDbWZM,2025-01-07 23:28:35,2025-01-07 23:53:01,1466,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,223.66.20.100,119.9393911,31.7558433,江苏省,常州市,COMPUTER,Windows,Chrome,1920px*1080px,1,5,4,4,1,3,4,4,5,4,4,3,5,4,4,4,4,4,3,4,4,4,4,4,5,4,3,3,4,3,4,3,3,3,4,4,3,2,3,2,1,2,2,4,4,3,4,4,4,3,4,3,4,5,4,2,2,3,3,3,3,2,3,3,4,4,4,4,4,4,4,5,5,5,102742.1,107650.4,45607.6,2.88888888888889,1.71428571428571,3.75,2.5,3.28571428571429,4,4.08333333333333,0,0,0,0,0,1,0
mNVpW4mddDz,J7qyNrG7,2025-01-07 23:10:30,2025-01-07 23:28:47,1097,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,182.87.76.18,115.8585450,28.6898430,江西省,南昌市,COMPUTER,Windows,Chrome,1536px*960px,1,5,4,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,4,2,2,2,4,2,2,3,3,3,3,3,3,3,3,4,4,4,2,2,2,2,3,3,2,2,5,5,5,5,3,3,4,4,2,2,2,3,2,3,4,3,2,2,2,4,2,5,5,68687.7,27127.7,28705.5,3.11111111111111,3.42857142857143,2.25,3.5,2.71428571428571,5,4,0,1,0,1,0,1,0
g903GnqJJyJ,G7XnBAGe,2025-01-07 22:13:15,2025-01-07 22:28:21,906,1,B3yiI3,消费者性格与AI视频广告研究真人组（主研究-Study3）,111.121.217.89,105.3105265,27.2943303,贵州省,毕节市,COMPUTER,Windows,Chrome,2560px*1440px,1,5,4,4,1,2,1,2,1,2,1,3,2,3,4,3,1,1,2,1,1,1,3,3,2,1,1,1,1,3,4,4,5,2,4,4,3,3,4,3,2,2,2,2,2,2,2,3,3,2,2,4,5,5,5,3,1,1,3,2,3,1,3,2,1,2,2,2,3,2,3,1,5,5,26433.1,27239,29578.5,3.33333333333333,2.28571428571429,2.25,2,2.71428571428571,4.75,2,1,0,0,0,0,1,0
vwkavVl9Q9x,aMgmDXJL,2025-01-08 19:38:19,2025-01-08 19:49:22,663,1,iyAfQn,消费者性格与AI视频广告研究真人组（Part2-Study3）,123.11.117.241,112.5535798,32.9972810,河南省,南阳市,COMPUTER,Windows,Chrome,2048px*1152px,1,5,4,4,1,3,4,4,4,4,4,4,4,5,4,5,4,4,4,4,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,2,2,2,4,4,4,4,4,4,4,3,3,4,4,3,2,2,2,2,3,4,4,4,4,4,4,4,3,3,4,4,4,5,5,28009,13063.9,37515,3.22222222222222,2.14285714285714,3.875,2,3.85714285714286,3.5,4.16666666666667,0,0,1,0,1,0,1
