作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_1,SelfPersonality_2,SelfPersonality_3,SelfPersonality_4,SelfPersonality_5,SelfPersonality_6,SelfPersonality_7,SelfPersonality_8,SelfPersonality_9,SelfPersonality_10,SelfPersonality_11,SelfPersonality_12,SelfPersonality_13,SelfPersonality_14,SelfPersonality_15,SelfPersonality_16,BrandPersonality_1,BrandPersonality_2,BrandPersonality_3,BrandPersonality_4,BrandPersonality_5,BrandPersonality_6,BrandPersonality_7,BrandPersonality_8,BrandPersonality_9,BrandPersonality_10,BrandPersonality_11,BrandPersonality_12,BrandPersonality_13,BrandPersonality_14,BrandPersonality_15,BrandPersonality_16,InfluencerPersonality_1,InfluencerPersonality_2,InfluencerPersonality_3,InfluencerPersonality_4,InfluencerPersonality_5,InfluencerPersonality_6,InfluencerPersonality_7,InfluencerPersonality_8,InfluencerPersonality_9,InfluencerPersonality_10,InfluencerPersonality_11,InfluencerPersonality_12,InfluencerPersonality_13,InfluencerPersonality_14,InfluencerPersonality_15,InfluencerPersonality_16,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_1,ExtendedPersonality_2,ExtendedPersonality_3,ExtendedPersonality_4,ExtendedPersonality_5,ExtendedPersonality_6,ExtendedPersonality_7,ExtendedPersonality_8,ExtendedPersonality_9,ExtendedPersonality_10,ExtendedPersonality_11,ExtendedPersonality_12,ExtendedPersonality_13,ExtendedPersonality_14,ExtendedPersonality_15,ExtendedPersonality_16,TargetingGap_1R,TargetingGap_2R,TargetingGap_3R,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1R,DemonstrativeGap_2R,DemonstrativeGap_3R,DemonstrativeGap_4R,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,AVE_SP_1,AVE_SP_2,AVE_SP_3,AVE_SP_4,AVE_BP_1,AVE_BP_2,AVE_BP_3,AVE_BP_4,AVE_IP_1,AVE_IP_2,AVE_IP_3,AVE_IP_4,AVE_EP_1,AVE_EP_2,AVE_EP_3,AVE_EP_4
Q1kZv1Q36Bv,BMDgYqle,27/12/2024 21:40,27/12/2024 21:52,741,1,116.169.7.100,105.064829,29.601012,四川省,内江市,COMPUTER,Windows,Chrome,1280px*720px,1,5,1,5,3,1,3,2,1,1,2,4,2,4,5,5,2,5,2,5,3,3,4,3,2,5,1,5,2,4,2,4,1,2,2,4,4,5,3,2,1,4,1,5,2,4,2,5,2,3,4,4,3,4,3,4,5,5,5,5,4,5,5,5,5,5,4,3,2,3,2,5,2,4,2,5,3,3,2,5,2,4,2,4,4,5,1,1,4,4,5,5,2,2,2,3,2,2,5,5,72883.4,48581.5,4350.1,1.5,4.333333333,3,3.75,2.75,3.25,2.25,4,2,3.25,3.5,3.5,2.5,3.25,3.25,3.25
NPX4AjZqgaq,5M2aZEqe,27/12/2024 21:40,27/12/2024 21:49,568,1,182.119.37.88,113.6482322,34.7492146,河南省,郑州市,COMPUTER,Windows,Chrome,1440px*900px,1,5,2,5,2,1,2,4,2,3,1,4,2,1,4,4,5,3,2,4,3,4,4,3,2,5,2,5,4,4,3,4,2,1,3,3,5,4,4,2,1,4,4,5,4,2,3,5,2,4,4,3,5,5,2,4,4,3,2,5,5,5,3,4,3,5,3,2,2,4,4,5,5,5,5,5,4,5,3,2,2,4,4,5,4,4,1,1,2,3,4,1,2,2,1,1,2,2,5,5,17238.9,17073.9,32176,2.5,3,3.666666667,3.75,3,4,2.5,4,2.75,3.5,3.75,3.75,3,5,4.25,3
nZolrYQjPJW,RMW0KdE7,27/12/2024 21:31,27/12/2024 21:45,835,1,116.3.68.102,121.6221875,38.9064088,辽宁省,大连市,COMPUTER,Windows,Chrome,2560px*1440px,1,5,1,3,4,1,3,4,1,2,2,5,2,5,4,5,2,5,3,5,1,4,4,5,2,4,1,5,2,3,2,5,2,2,2,5,1,3,2,5,2,5,3,5,2,2,2,4,1,2,4,5,3,5,4,4,5,4,3,4,4,5,4,5,3,4,5,3,2,2,1,4,2,5,2,4,4,5,3,4,2,5,2,4,5,5,1,2,4,4,5,4,1,1,3,1,1,2,5,5,62271.5,81923.6,19233.9,2.25,4.666666667,3.333333333,3.5,3,3,2.75,2.75,3.75,2.75,2.75,4.25,2,3.25,4,3.25
vwk165B0zd3,WLGwYO0L,27/12/2024 21:29,27/12/2024 21:43,799,1,115.53.38.37,115.0221563,35.7626452,河南省,濮阳市,COMPUTER,Windows,WeChat,1280px*720px,1,5,2,5,4,1,1,3,2,1,1,5,2,3,3,5,1,5,1,4,2,3,3,3,1,3,2,5,3,4,3,4,2,2,2,4,3,4,3,3,1,2,2,4,3,4,4,4,2,2,3,4,3,4,3,3,4,3,3,4,4,4,4,3,3,4,4,4,3,3,1,5,3,3,2,4,3,3,2,4,2,3,3,4,4,4,2,2,2,3,2,4,3,2,2,4,2,2,5,5,66528.7,25817.3,27969.6,1.75,3.666666667,2.333333333,3,2.25,3.75,2.5,3.5,2,3.75,2.75,3.5,2.75,3.25,3,3
WQ2xgRjW2kX,WLG41nEe,27/12/2024 21:25,27/12/2024 21:38,769,1,221.3.114.163,120.4043251,36.1139435,山东省,青岛市,COMPUTER,Windows,Chrome,1536px*864px,1,5,1,4,3,1,3,5,4,5,4,4,1,3,5,5,2,5,2,5,3,3,2,3,1,5,2,5,1,5,1,4,1,4,2,5,2,5,1,5,1,5,1,5,1,4,1,5,1,4,4,5,4,5,5,4,4,5,5,5,5,5,4,5,4,5,5,4,1,5,2,5,1,5,1,4,2,4,1,5,1,4,1,4,5,5,1,1,4,5,5,4,1,1,2,1,1,1,5,5,75843.7,37548.5,48559.6,4.5,4,3,3.25,2.75,3,2.75,3.25,3,2.75,3.5,4.75,3,3,2.75,2.75
NPX4Y8a44vJ,p7Ynw8wL,27/12/2024 21:25,27/12/2024 21:38,743,1,111.121.217.89,105.3105265,27.2943303,贵州省,毕节市,COMPUTER,Windows,WeChat,2560px*1440px,1,5,1,4,3,1,2,4,3,2,2,4,2,3,5,3,3,5,2,3,2,3,4,5,5,4,3,4,3,2,4,2,3,4,3,2,4,5,3,3,2,3,2,2,4,2,5,2,3,4,2,2,3,2,3,3,3,3,2,2,2,2,3,3,2,1,1,3,4,2,5,2,3,3,2,3,4,2,5,1,5,2,5,1,2,3,2,4,4,4,3,3,4,3,2,3,3,3,5,5,23908.6,40816,25936.3,2.75,4,2.666666667,3,4.25,3.25,3,3.5,2.5,3.25,2.75,2.5,3.5,2.5,3.5,3.25
g90dEJKmj1n,xLVZaakL,28/12/2024 08:37,28/12/2024 08:53,957,1,119.39.127.108,113.084023,28.183251,湖南省,长沙市,COMPUTER,Mac OS X,Safari,1440px*900px,0,5,1,4,2,1,3,4,3,4,3,4,3,4,5,3,1,4,1,4,1,4,3,4,2,3,1,3,2,3,2,5,3,4,2,4,3,4,1,5,4,3,3,3,2,2,2,4,4,2,3,4,4,5,4,4,4,5,4,4,4,4,5,5,4,3,5,4,3,4,1,3,3,3,2,3,2,2,4,3,4,3,2,4,3,3,2,2,5,5,3,5,4,4,4,5,4,3,12,5,131089,105629,29938,3.5,4.333333333,1.666666667,3,2.5,2.5,3.5,3,3.75,2.25,3.25,4.25,3,2.75,2.75,3
WQ2rgO8dQG0,WLG1EX0M,28/12/2024 08:21,28/12/2024 08:31,647,1,123.15.46.82,113.6482322,34.7492146,河南省,郑州市,COMPUTER,Windows,Chrome,1536px*864px,0,5,2,4,4,1,3,4,3,4,3,4,4,4,3,4,2,4,2,4,2,4,4,4,4,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,2,4,2,4,2,3,2,4,2,3,4,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,2,4,3,4,2,4,2,4,2,4,3,4,2,3,2,3,4,2,3,3,4,4,4,5,3,3,4,4,3,3,12,5,81488.6,42203.3,32518.3,3.5,3.666666667,2.666666667,3.5,3.5,3,3,3,2.5,2.75,3.25,3.75,3.25,3,3.25,2.75
Xy4wnYWBDmo,yevKkYWM,28/12/2024 08:04,28/12/2024 08:19,886,1,183.167.177.184,117.4892467,30.6590258,安徽省,池州市,COMPUTER,Windows,Chrome,2560px*1440px,0,5,2,4,4,1,3,4,1,2,1,4,3,4,5,2,3,2,2,5,2,5,2,3,2,3,2,2,2,3,2,2,3,2,5,3,4,3,2,2,2,2,2,2,1,4,3,4,3,4,2,3,4,3,4,2,3,2,3,3,2,3,5,4,3,2,3,2,3,4,4,1,3,2,3,2,3,4,3,2,3,2,3,2,3,2,4,3,5,4,5,3,2,4,5,3,3,5,12,5,3800.2,38030,48476.7,2,4.333333333,2.333333333,3.5,2.5,2.25,3,3,2,2.5,3.25,3.5,3.25,2.25,3,2.5
Xy4ZgE50gxd,5M2vnkDM,28/12/2024 01:18,28/12/2024 01:33,918,1,39.144.230.16,106.685613,26.566907,贵州省,贵阳市,COMPUTER,Windows,Chrome,1536px*864px,0,5,1,4,3,1,3,3,1,2,1,4,3,4,5,3,2,4,1,5,3,5,3,4,4,5,1,4,1,4,1,4,1,3,2,4,1,5,1,5,4,4,2,5,1,4,1,4,2,3,4,5,5,4,5,2,4,3,3,2,3,4,4,3,3,4,3,4,2,3,2,4,1,4,2,4,1,4,3,4,2,5,2,3,3,3,4,4,5,5,4,4,4,4,4,5,4,5,12,5,110455.5,65958.3,4040.4,1.75,4.333333333,2,4,3.5,2.5,2.5,2.75,3.75,2.75,3.25,4.75,2.75,2.75,3,3.25
Xy4Zq8BROXw,aMgxO087,27/12/2024 23:59,28/12/2024 00:08,550,1,58.23.238.64,118.1226075,24.4829228,福建省,厦门市,COMPUTER,Windows,Chrome,1707px*1067px,0,5,2,4,2,1,3,2,2,1,1,5,2,5,5,2,2,5,1,5,2,5,4,5,4,5,2,4,1,4,1,5,3,3,2,4,1,5,2,5,3,4,3,5,1,4,1,4,2,4,5,4,5,3,5,4,3,4,5,4,4,5,4,3,4,5,3,3,4,2,5,2,3,2,3,3,4,4,4,4,3,4,4,4,3,3,2,2,5,4,5,4,1,3,5,4,2,1,12,5,16026,18021,26223.4,1.5,5,1.666666667,4,4,2.5,3.25,3,3.75,2.75,3.75,4.25,3.5,2.5,3.75,3.75
mNVQqXgboE4,WMRvZ6xM,27/12/2024 23:48,28/12/2024 00:01,782,1,112.132.76.132,117.0592833,30.5291239,安徽省,安庆市,COMPUTER,Windows,Chrome,2048px*1152px,0,5,1,3,2,1,3,2,2,1,1,4,3,4,4,5,2,5,1,4,1,3,4,5,2,5,1,2,2,3,1,4,3,2,2,4,1,3,1,3,1,4,2,5,3,2,2,4,1,2,4,4,5,3,4,4,5,5,4,4,4,5,5,5,4,3,4,4,1,4,3,2,2,4,1,3,2,2,2,5,2,4,3,2,4,2,5,4,4,5,5,4,2,2,4,3,1,4,12,5,60667.9,39189.9,27848.4,1.5,4,2.666666667,3,3.25,2,2.75,2.25,2.5,3,2.75,4,3,2.25,2.25,3.5
oGm8JOqDpQ4,JekE5Rj7,27/12/2024 23:32,27/12/2024 23:41,549,1,223.104.195.66,119.03109,36.670037,山东省,潍坊市,COMPUTER,Windows,Chrome,1707px*1067px,0,5,2,4,2,1,3,1,1,1,1,5,5,5,5,1,5,5,1,1,4,5,4,5,4,3,4,2,1,1,1,4,2,2,3,2,1,5,1,2,2,3,4,4,2,1,1,2,4,1,4,3,5,2,5,2,3,2,4,4,2,5,2,2,3,4,4,4,2,3,5,5,1,5,1,2,3,2,1,4,1,2,2,1,2,2,4,5,5,5,5,5,2,5,4,4,3,4,12,5,13789.3,23231.2,26115.7,1,5,2.333333333,3.5,4,1.25,2.75,2.25,2.75,2,2.75,3.75,3.5,3,2,2.25
bo3ZBpkw5nl,G7XVQroe,27/12/2024 22:54,27/12/2024 23:11,977,1,114.236.122.205,120.1632911,33.3650628,江苏省,盐城市,COMPUTER,Windows,Chrome,1920px*1080px,0,5,1,3,6,1,3,4,4,4,4,5,1,3,4,4,3,5,1,5,3,3,2,5,4,4,2,4,1,4,1,3,2,3,2,4,1,4,1,4,3,5,2,4,1,4,1,4,1,3,4,5,3,4,5,5,4,5,5,4,3,3,4,4,3,5,4,5,2,4,3,4,1,4,2,3,3,4,2,4,3,4,2,4,4,3,3,2,4,5,5,4,3,2,3,4,2,3,12,5,65135.5,112078.8,40520.3,4,4,2.666666667,3.25,3.75,2.5,2.5,2.5,3.5,2.5,3,4.25,3.5,2.75,3,3.25
Xy4ZYBEvnQr,xMoRN0ne,27/12/2024 22:29,27/12/2024 23:00,1876,1,223.89.107.233,111.1957383,34.7761321,河南省,三门峡市,COMPUTER,Windows,Chrome,1366px*768px,0,5,1,4,4,1,3,3,2,2,2,5,2,1,3,4,3,4,1,4,3,4,4,4,4,4,2,5,2,5,2,5,3,2,2,5,2,5,2,3,1,4,2,5,2,3,2,5,2,2,3,4,3,4,4,4,5,4,3,4,5,4,3,4,4,5,4,4,3,4,2,3,2,5,2,3,2,5,2,5,2,3,1,4,5,4,2,3,4,5,4,5,2,2,3,2,2,3,12,5,52390.7,73469.6,102475.5,2.25,3,2.666666667,3.75,3.5,3.5,3,3.5,2.5,3,3,3.75,3.25,3,3,2.75
mNVQDlaRW6D,me3vV6nL,27/12/2024 22:36,27/12/2024 22:52,968,1,36.129.28.10,123.4364981,41.805331,辽宁省,沈阳市,COMPUTER,Windows,Chrome,1552px*970px,0,5,1,5,3,1,3,4,3,2,2,5,1,4,4,4,2,5,2,5,3,5,3,4,3,3,2,4,1,4,1,4,2,4,1,3,1,5,1,4,3,4,2,4,1,3,1,3,3,4,4,4,5,4,5,2,2,3,3,3,2,2,2,3,3,2,3,4,3,4,3,3,1,3,2,3,1,4,1,3,2,3,1,2,3,3,4,4,4,4,5,4,4,4,3,5,4,4,12,5,93411.1,66102.6,34942.9,2.75,4.333333333,2.666666667,4,3,2.5,2.75,2.5,3.25,2.25,3.5,4.5,3.5,2.25,2.25,2.25
bo3npYkAEnR,QL00vljL,28/12/2024 08:10,28/12/2024 08:21,659,1,101.66.172.180,119.6481889,29.0773221,浙江省,金华市,COMPUTER,Windows,Chrome,1440px*900px,1,6,1,2,5,1,3,5,4,4,5,4,2,5,5,4,2,5,2,5,1,4,3,4,1,5,1,4,2,5,1,5,1,1,2,5,2,4,1,3,1,2,2,4,1,2,1,4,1,1,5,4,4,4,5,5,5,5,4,5,4,5,5,5,5,4,5,4,2,5,2,5,1,4,1,5,1,3,2,4,1,3,1,4,4,5,1,1,4,5,3,5,2,1,2,2,3,1,6,6,46138.2,48045.1,30532.4,4.5,4.666666667,2.666666667,3.25,2.75,3,2.25,3,2,2,2.75,4.25,3.25,2.75,2.75,2.25
Xy4wlKz902G,qM6kaKx7,28/12/2024 05:19,28/12/2024 05:41,1330,1,119.142.193.12,116.632542,23.655052,广东省,潮州市,COMPUTER,Windows,Chrome,1536px*864px,1,6,2,4,2,1,3,2,2,2,2,3,4,2,4,3,4,2,2,3,1,4,2,4,1,4,2,3,2,4,1,4,2,2,2,4,1,3,2,2,1,2,3,2,4,3,2,4,2,2,3,2,4,3,4,4,4,4,3,4,4,4,4,3,4,3,5,2,2,2,2,4,2,3,2,3,2,2,3,2,3,2,2,4,4,4,2,3,2,4,2,2,2,2,2,3,2,2,6,6,55932.7,37929.5,26115.5,2,3,3,2.5,2.75,2.5,2.5,2.5,2,2.75,2.75,3.25,2,2.75,2.5,2.25
NPXZEEJEbZb,0eyQvEQe,27/12/2024 22:54,27/12/2024 23:06,711,1,183.202.245.221,111.1239195,37.5212815,山西省,吕梁市,COMPUTER,Windows,WeChat,1536px*864px,1,6,1,4,2,1,1,5,4,4,3,4,1,4,5,3,2,5,1,4,4,4,3,3,2,5,1,5,3,4,2,5,1,1,1,5,2,5,1,3,1,3,2,4,3,2,4,4,1,2,3,4,4,5,4,3,2,3,2,4,5,5,4,4,3,3,4,3,2,4,1,3,2,5,3,4,2,2,2,1,5,4,2,4,4,5,1,1,3,2,3,5,2,1,2,3,1,1,6,6,131789.4,39332.4,26333,4,4.333333333,2,3.75,2.75,3.5,2,3.25,2.25,3.25,2.5,4.25,2.5,3.25,2.5,3
g901gb8ADgJ,me3g2nNe,27/12/2024 21:41,27/12/2024 21:53,759,1,58.17.9.39,115.788558,28.65761,江西省,南昌市,COMPUTER,Windows,Chrome,1536px*864px,1,6,1,4,2,1,3,2,2,1,2,5,2,5,4,4,2,4,1,5,2,1,2,2,1,5,1,4,2,4,1,4,1,2,1,4,2,4,1,3,2,4,1,4,2,2,1,4,1,2,4,4,5,5,4,4,5,5,4,4,4,4,5,5,4,5,4,4,1,5,1,4,2,5,2,4,1,4,1,5,2,4,1,4,4,4,1,2,4,4,4,5,1,2,4,3,2,2,6,6,97428.6,77453.1,28925,1.75,4.666666667,2.333333333,2.5,2.25,2.75,2,2.75,2.5,2.25,2.75,4.5,2.75,3.25,2.5,3
Xy4Zj05ADRo,J7B1WadM,27/12/2024 21:41,27/12/2024 21:52,689,1,39.144.55.61,120.444548,41.60245,辽宁省,朝阳市,COMPUTER,Windows,Chrome,800px*360px,1,6,2,4,4,1,3,5,4,4,5,5,2,2,5,4,2,5,2,4,4,1,2,2,1,1,2,5,2,4,1,4,2,1,1,4,2,5,2,1,1,2,2,5,4,1,2,5,2,2,4,5,2,4,4,5,4,4,5,5,5,4,4,5,4,4,5,1,1,2,1,4,4,2,4,4,1,2,2,4,1,4,3,5,4,4,1,2,2,4,2,4,2,2,1,2,2,1,6,6,34108.4,34622,30529.7,4.5,4,2.666666667,2.75,1.5,3,2,3.25,1.5,3,3.25,3.75,1.25,3.5,2.25,3
nZolr21rZQn,z7lmzo4L,27/12/2024 21:28,27/12/2024 21:47,1152,1,183.128.239.94,120.2188504,30.239899,浙江省,杭州市,COMPUTER,Windows,Chrome,1280px*720px,1,6,1,4,2,1,3,4,4,5,5,5,1,4,5,5,2,5,2,5,1,3,1,2,2,5,1,4,1,4,1,5,2,1,1,4,1,5,2,2,1,4,1,5,2,3,1,5,2,1,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,4,5,2,1,3,1,4,1,5,1,4,1,1,1,4,1,4,1,4,5,4,2,1,3,5,4,5,1,2,5,1,1,2,6,6,61443.3,44605,35199.4,4.5,4.666666667,3,2.5,2.5,2.5,2.25,3,2,2.75,3.25,4.75,1.75,2.75,1.75,2.5
mNVaYRAy8Xp,WMRJ4l8M,27/12/2024 21:35,27/12/2024 21:47,716,1,112.12.175.13,120.683704,27.9911397,浙江省,温州市,COMPUTER,Windows,Chrome,1440px*900px,1,6,1,4,3,1,3,4,4,4,4,5,2,5,4,4,2,4,1,5,2,5,4,2,1,2,1,5,2,5,2,5,2,1,2,5,4,5,4,2,1,4,1,5,2,4,4,4,1,3,4,4,2,4,2,5,4,4,5,5,5,5,4,4,4,5,4,4,2,4,1,5,2,4,2,5,1,2,1,4,2,3,2,4,4,5,2,2,2,4,4,4,2,2,2,2,2,2,6,6,79112.7,34719.4,25910.9,4,4.666666667,2.333333333,4,1.5,3.5,2.5,4.5,2,3.75,3,3,2.75,3.25,2.25,2.75
g902GE23njl,37KOmzK7,27/12/2024 21:33,27/12/2024 21:43,625,1,49.85.247.47,120.58664,31.285341,江苏省,苏州市,COMPUTER,Mac OS X,Safari,1440px*900px,1,6,2,5,2,1,3,4,4,4,2,5,4,2,4,2,2,4,1,5,2,4,4,2,1,2,2,4,2,5,3,5,2,2,2,5,4,4,4,2,1,4,1,5,4,4,3,5,2,2,4,5,2,4,2,5,4,4,4,4,4,4,5,5,4,5,5,4,1,2,2,4,4,5,4,4,2,3,2,5,4,4,4,4,5,4,1,1,2,2,1,4,2,2,3,2,2,2,6,6,74447,60627,38860,3.5,3.666666667,1.666666667,3.75,1.75,3.5,2.75,4.25,2,4,3.25,3.25,2.25,4.25,2.75,4.25
bo3QxP9YWBX,ve805Qwe,27/12/2024 21:25,27/12/2024 21:42,1020,1,120.230.187.212,113.039671,22.514757,广东省,江门市,COMPUTER,Windows,Chrome,1536px*864px,1,6,2,5,3,1,3,3,2,3,1,4,2,5,4,3,2,3,2,5,2,5,3,3,2,4,1,3,2,3,1,4,3,1,1,4,2,5,4,3,1,4,1,3,2,3,4,3,1,2,4,3,2,4,3,4,5,4,3,5,4,3,4,3,4,5,4,3,1,3,2,5,3,4,3,4,3,2,2,4,1,4,3,4,5,4,1,2,3,4,3,4,1,2,3,1,1,2,6,6,68321,93215.7,40266.7,2.25,4.333333333,2.333333333,3.75,2.5,2.25,2.25,3.75,2.25,3,2.5,3,2.25,3.75,2.75,3
NPX4Yx895wz,5LwjDn17,27/12/2024 21:29,27/12/2024 21:40,631,1,183.93.99.196,112.2400671,30.3236983,湖北省,荆州市,COMPUTER,Windows,Chrome,2560px*1440px,1,6,1,4,2,1,3,4,4,3,3,4,1,4,4,5,3,4,1,5,1,4,4,2,2,4,1,5,3,4,2,3,2,2,2,4,4,3,4,2,3,2,4,3,4,3,2,4,2,3,2,4,1,4,1,4,5,4,4,4,5,5,4,3,4,3,5,4,1,2,1,4,3,4,3,4,1,4,2,3,3,4,2,4,3,2,4,3,2,4,4,3,3,2,2,3,5,3,6,6,43032.1,21238.8,25794.6,3.5,4,3,3.5,2.25,3.5,2.25,3.75,2.75,3,2.75,2.5,2,3.5,2.75,3
Xy4moQ5jmoj,JekVP3jL,28/12/2024 09:00,28/12/2024 09:13,820,1,14.122.130.145,110.4061389,21.1995566,广东省,湛江市,COMPUTER,Windows,Chrome,1280px*720px,0,6,1,4,4,1,2,3,2,2,2,4,4,3,2,5,3,4,2,3,1,4,3,4,4,4,2,3,1,4,1,5,3,2,2,3,1,5,4,4,3,5,4,3,2,4,3,5,2,2,2,3,4,2,5,4,3,4,4,4,4,5,4,5,3,4,5,2,5,3,4,3,3,2,3,4,4,3,5,1,5,2,3,3,1,2,3,4,4,4,5,3,2,3,4,2,3,4,11,6,91387.2,67385.7,29005.8,2.25,3,3.333333333,2.75,3.5,2.25,3,3.25,4,3,2.75,3.5,3.5,2.75,4,2.75
Xy4mAbzlGAB,G7XnkwDe,28/12/2024 08:32,28/12/2024 08:47,902,1,183.165.174.241,116.4929402,31.725667,安徽省,六安市,COMPUTER,Windows,Chrome,1536px*864px,0,6,2,4,3,1,3,4,3,4,3,5,2,5,4,4,1,4,1,4,1,4,1,4,3,5,2,5,2,5,2,5,2,3,2,3,1,4,1,5,3,4,1,4,1,4,1,4,1,3,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,5,2,5,2,5,2,5,2,3,2,5,3,5,2,3,2,4,5,4,2,1,4,5,4,5,2,2,3,2,2,1,11,6,48608.8,21683.7,10266.8,3.5,4.666666667,2,2.5,3.5,3.5,3,2.25,3.25,2.5,3,4.5,3.5,3.5,3.25,3
g905m3Gy0zl,37KZy4kM,28/12/2024 07:48,28/12/2024 08:01,831,1,219.138.23.75,111.290858,30.704066,湖北省,宜昌市,COMPUTER,Windows,Chrome,1440px*900px,0,6,1,4,4,1,3,3,2,2,3,4,2,4,4,3,2,5,1,4,2,4,2,4,2,3,2,4,3,4,3,3,2,2,2,4,2,3,2,4,2,3,2,4,2,4,3,4,2,2,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,2,4,3,4,3,4,2,4,2,2,2,3,2,4,1,4,4,4,2,2,4,4,4,4,2,3,3,2,2,2,11,6,45081.3,37158.7,2991.6,2.5,4,2,3,2.75,3.5,2.25,2.75,2.75,3.25,3,4,3.25,3.25,2.5,2.5
oGmWbnlJjjn,qM6kaKx7,28/12/2024 05:19,28/12/2024 05:39,1196,1,119.142.193.12,116.632542,23.655052,广东省,潮州市,COMPUTER,Windows,Chrome,1536px*864px,0,6,2,4,2,1,3,2,2,2,2,3,4,2,5,3,4,2,3,3,1,4,2,4,4,2,3,4,2,4,2,3,3,3,2,3,1,3,2,2,1,3,4,3,2,4,2,2,3,3,2,2,4,2,4,2,3,3,3,3,2,2,2,2,3,2,2,4,3,3,4,3,4,2,3,2,4,2,4,2,3,2,3,1,1,1,2,3,4,3,4,4,4,3,4,4,4,4,11,6,4218.9,21860.3,23884,2,3.333333333,3.333333333,2.5,3.25,3,2.75,2.25,2.5,2.75,2.5,3,3.5,3,3,2.5
g905PWBbamw,8MZbvoqM,27/12/2024 15:11,27/12/2024 15:21,617,1,183.240.227.14,113.26797,23.130709,广东省,广州市,COMPUTER,Windows,Chrome,1366px*768px,0,6,1,4,3,1,3,4,4,5,5,5,1,3,5,5,2,5,2,5,1,4,1,5,5,5,5,5,2,1,1,5,5,5,4,1,1,2,2,1,1,2,1,5,5,5,5,2,1,1,4,4,1,5,1,1,2,2,1,2,1,1,2,2,1,1,1,5,5,5,5,2,2,1,1,2,5,5,5,2,1,2,2,5,4,5,1,1,4,5,5,4,1,2,1,1,1,1,11,6,2457.2,1401,23254,4.5,4.333333333,3,2.75,5,2.25,4.75,1.5,1.25,5,2,2.75,5,1.5,4.25,1.75
mNVQRnGZ89p,veEA1p6e,28/12/2024 00:26,28/12/2024 00:42,961,1,117.152.146.67,114.405005,30.478279,湖北省,武汉市,COMPUTER,Windows,Chrome,1280px*720px,0,6,1,5,4,1,3,2,2,1,2,5,4,4,3,2,2,4,1,4,4,5,4,2,2,2,1,2,2,1,2,2,2,1,2,3,1,4,2,3,2,2,1,4,2,2,2,2,2,1,4,2,5,3,4,4,5,4,4,3,4,4,5,4,5,5,4,3,2,2,2,2,2,1,1,2,2,1,2,2,1,3,2,2,3,2,4,3,4,5,2,4,3,3,4,5,4,4,11,6,39699,73237.9,57733.3,1.75,4,1.666666667,4.25,1.75,1.75,1.75,2.5,2,2.5,2.25,3.5,2.25,1.5,1.75,2
g901pbXOPjQ,leNXdoJ7,27/12/2024 23:30,27/12/2024 23:44,875,1,39.180.95.18,119.9260175,28.452851,浙江省,丽水市,COMPUTER,Windows,Chrome,1366px*768px,0,6,2,4,2,1,3,2,2,1,1,4,1,4,2,4,3,5,2,5,4,5,3,4,4,5,2,5,2,5,2,5,2,2,2,5,2,5,2,2,1,4,1,4,3,2,1,2,2,2,4,2,5,4,3,5,4,5,4,5,4,5,4,5,4,5,4,4,1,4,1,4,1,4,1,2,1,2,2,2,2,2,1,2,3,2,5,4,4,5,4,5,2,4,5,4,3,4,11,6,63470.4,60429.4,27096.4,1.5,3.333333333,3,4.25,3.75,3.5,2.75,3.5,2,2.5,2.5,3.5,2.5,2.5,1.75,1.75
g901p8AADnO,9LQp3Z47,27/12/2024 23:30,27/12/2024 23:42,739,1,171.106.1.155,108.273888,22.837153,广西壮族自治区,南宁市,COMPUTER,Mac OS X,Safari,1440px*900px,0,6,2,5,4,1,3,4,4,5,5,4,2,4,5,3,3,4,1,4,2,5,2,4,3,5,2,4,1,4,2,5,2,4,2,5,3,4,2,3,2,3,2,5,2,4,4,4,3,4,3,4,5,4,3,4,5,4,4,4,3,4,3,4,4,4,5,4,1,5,3,4,1,4,2,5,1,4,3,4,1,4,2,4,5,4,2,2,3,4,4,5,2,2,1,2,2,1,11,6,10001,92368,5152,4.5,4.333333333,2.333333333,3.25,3.5,2.75,3.25,3.5,2.5,3.75,3.5,4,3.25,2.75,3.25,2.75
