作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Extrovert,Sensing,Thinking,Judging,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_IE1,SelfPersonality_IE2,SelfPersonality_IE3,SelfPersonality_IE4,SelfPersonality_SN1,SelfPersonality_SN2,SelfPersonality_SN3,SelfPersonality_SN4,SelfPersonality_FT1,SelfPersonality_FT2,SelfPersonality_FT3,SelfPersonality_FT4,SelfPersonality_PJ1,SelfPersonality_PJ2,SelfPersonality_PJ3,SelfPersonality_PJ4,BrandPersonality_IE1,BrandPersonality_IE2,BrandPersonality_IE3,BrandPersonality_IE4,BrandPersonality_SN1,BrandPersonality_SN2,BrandPersonality_SN3,BrandPersonality_SN4,BrandPersonality_FT1,BrandPersonality_FT2,BrandPersonality_FT3,BrandPersonality_FT4,BrandPersonality_PJ1,BrandPersonality_PJ2,BrandPersonality_PJ3,BrandPersonality_PJ4,InfluencerPersonality_IE1,InfluencerPersonality_IE2,InfluencerPersonality_IE3,InfluencerPersonality_IE4,InfluencerPersonality_SN1,InfluencerPersonality_SN2,InfluencerPersonality_SN3,InfluencerPersonality_SN4,InfluencerPersonality_FT1,InfluencerPersonality_FT2,InfluencerPersonality_FT3,InfluencerPersonality_FT4,InfluencerPersonality_PJ1,InfluencerPersonality_PJ2,InfluencerPersonality_PJ3,InfluencerPersonality_PJ4,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_IE1,ExtendedPersonality_IE2,ExtendedPersonality_IE3,ExtendedPersonality_IE4,ExtendedPersonality_SN1,ExtendedPersonality_SN2,ExtendedPersonality_SN3,ExtendedPersonality_SN4,ExtendedPersonality_FT1,ExtendedPersonality_FT2,ExtendedPersonality_FT3,ExtendedPersonality_FT4,ExtendedPersonality_PJ1,ExtendedPersonality_PJ2,ExtendedPersonality_PJ3,ExtendedPersonality_PJ4,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,Discrepancy1_E,Discrepancy1_I,Discrepancy1_S,Discrepancy1_N,Discrepancy1_T,Discrepancy1_F,Discrepancy1_J,Discrepancy1_P,Discrepancy2_E,Discrepancy2_I,Discrepancy2_S,Discrepancy2_N,Discrepancy2_T,Discrepancy2_F,Discrepancy2_J,Discrepancy2_P,Discrepancy3_E,Discrepancy3_I,Discrepancy3_S,Discrepancy3_N,Discrepancy3_T,Discrepancy3_F,Discrepancy3_J,Discrepancy3_P,Discrepancy4_E,Discrepancy4_I,Discrepancy4_S,Discrepancy4_N,Discrepancy4_T,Discrepancy4_F,Discrepancy4_J,Discrepancy4_P,ABS_Discrepancy1_E,ABS_Discrepancy1_I,ABS_Discrepancy1_S,ABS_Discrepancy1_N,ABS_Discrepancy1_T,ABS_Discrepancy1_F,ABS_Discrepancy1_J,ABS_Discrepancy1_P,ABS_Discrepancy2_E,ABS_Discrepancy2_I,ABS_Discrepancy2_S,ABS_Discrepancy2_N,ABS_Discrepancy2_T,ABS_Discrepancy2_F,ABS_Discrepancy2_J,ABS_Discrepancy2_P,ABS_Discrepancy3_E,ABS_Discrepancy3_I,ABS_Discrepancy3_S,ABS_Discrepancy3_N,ABS_Discrepancy3_T,ABS_Discrepancy3_F,ABS_Discrepancy3_J,ABS_Discrepancy3_P,ABS_Discrepancy4_E,ABS_Discrepancy4_I,ABS_Discrepancy4_S,ABS_Discrepancy4_N,ABS_Discrepancy4_T,ABS_Discrepancy4_F,ABS_Discrepancy4_J,ABS_Discrepancy4_P,filter_$
oGm8z9ay3wN,xebpkP67,05/01/2025 22:29,05/01/2025 22:42,792,1,39.173.7.59,118.9239657,28.9610092,浙江省,衢州市,COMPUTER,Windows,Chrome,1536px*864px,0,0,0,0,0,2,2,4,3,1,3,4,4,4,4,5,2,1,4,4,2,5,2,5,2,3,2,4,1,4,1,5,2,4,2,4,2,5,1,4,2,5,2,4,2,4,1,5,2,4,1,5,2,4,2,4,2,5,2,4,5,5,4,5,5,4,5,5,4,4,4,5,2,4,3,5,2,4,2,5,1,4,2,5,2,4,3,2,2,2,2,2,2,2,2,1,2,2,3,2,3,2,15,2,49896.3,48120.1,35196.5,0,1,0,-1,0,1,0,0,0,-5,-3,-1,0,0,-1,0,1,-3,0,0,0,0,0,-1,1,3,3,0,0,1,1,-1,0,1,0,1,0,1,0,0,0,5,3,1,0,0,1,0,1,3,0,0,0,0,0,1,1,3,3,0,0,1,1,1,1
bo38myzZKqJ,pLzzNz3L,06/01/2025 10:24,06/01/2025 10:46,1348,1,223.88.194.37,114.386062,36.111857,河南省,安阳市,COMPUTER,Windows,Chrome,1536px*864px,1,1,1,0,0,3,1,4,3,1,3,3,2,2,2,4,4,4,2,4,3,4,1,4,3,4,4,4,4,4,2,5,2,4,1,3,2,3,2,4,2,5,2,4,4,4,2,4,1,3,2,4,2,2,2,4,1,4,2,4,4,5,4,5,5,4,4,5,4,4,5,4,2,5,2,4,1,4,2,5,1,4,2,5,1,5,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,3,3,152750.9,38725.6,26909.8,0,0,2,0,0,0,1,-1,-3,2,1,-5,2,0,0,-4,1,2,-1,0,3,1,1,1,4,0,0,5,1,1,2,4,0,0,2,0,0,0,1,1,3,2,1,5,2,0,0,4,1,2,1,0,3,1,1,1,4,0,0,5,1,1,2,4,0
bo3Zbz36nO6,o7jYrPBM,06/01/2025 00:04,06/01/2025 00:13,527,1,120.245.18.167,116.186335,40.224152,北京市,市辖区,COMPUTER,Windows,Chrome,1707px*960px,1,1,1,0,0,3,1,4,3,1,3,2,2,3,2,4,3,4,4,3,2,4,2,3,2,4,4,4,4,4,3,4,2,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,3,2,4,2,4,3,5,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,3,4,4,4,2,4,3,4,3,3,2,4,3,4,4,4,2,3,3,2,2,2,3,3,4,4,3,3,38548.4,48263.3,25100.2,0,-1,0,0,1,0,0,-1,-3,2,0,0,0,1,-1,-1,0,0,0,-2,0,0,-1,1,3,-3,0,-2,1,-1,0,1,0,1,0,0,1,0,0,1,3,2,0,0,0,1,1,1,0,0,0,2,0,0,1,1,3,3,0,2,1,1,0,1,0
bo3Zm5RBRYR,AM96R8d7,05/01/2025 23:49,05/01/2025 23:57,526,1,120.229.221.193,116.480364,23.450433,广东省,揭阳市,COMPUTER,Windows,Chrome,1440px*900px,1,1,1,0,0,3,1,3,2,1,3,4,3,4,2,5,1,4,4,5,3,4,4,4,2,2,2,5,5,5,3,5,1,4,1,3,1,2,2,3,1,5,1,5,4,5,4,4,1,4,1,3,1,2,2,4,1,4,1,5,5,5,5,5,5,4,5,5,4,5,5,5,2,5,4,4,3,5,2,4,1,2,2,4,1,3,1,3,2,4,4,1,1,1,1,1,1,2,4,3,2,2,3,3,22466.8,6482,28518.7,0,0,1,0,0,0,0,0,-2,3,1,-1,4,-4,-2,-2,0,2,0,-3,1,0,-1,0,2,-1,0,-2,-3,4,1,2,0,0,1,0,0,0,0,0,2,3,1,1,4,4,2,2,0,2,0,3,1,0,1,0,2,1,0,2,3,4,1,2,0
vwkRX1orN5W,QL0RrnmM,05/01/2025 23:39,05/01/2025 23:53,816,1,113.220.118.161,111.4821232,27.2336382,湖南省,邵阳市,COMPUTER,Windows,Chrome,2560px*1440px,1,1,1,0,0,3,1,5,3,1,3,4,4,4,3,3,2,4,5,3,2,3,2,3,1,3,2,4,4,4,3,4,1,3,2,3,2,2,2,4,1,5,2,5,3,4,3,3,2,4,2,3,1,2,2,3,2,4,2,5,4,5,4,5,5,4,5,4,4,5,4,5,3,4,3,3,2,5,2,3,2,2,2,4,2,3,2,1,2,1,2,2,1,2,2,2,2,2,3,2,2,2,3,3,77153.6,124558.5,24748.7,-1,-1,0,1,0,-1,2,1,-1,-1,0,1,1,-1,-1,1,1,1,1,-1,0,0,-2,-1,1,1,1,-1,-1,0,1,-1,1,1,0,1,0,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,0,1,1,0
Xy4ZARoRDWO,J7qbEOqL,05/01/2025 21:49,05/01/2025 22:00,657,1,183.230.225.71,106.5485537,29.5549125,重庆市,市辖区,COMPUTER,Windows,WeChat,1280px*720px,1,1,1,0,0,3,2,4,2,1,3,2,2,1,1,4,3,4,4,2,2,5,2,5,2,4,4,4,4,5,2,4,1,4,1,5,2,1,1,4,1,5,2,5,4,4,2,3,2,4,3,3,2,2,2,2,1,3,2,4,5,5,4,4,5,4,5,4,5,4,5,4,3,5,2,4,1,4,1,3,1,3,2,3,2,2,2,3,2,4,4,4,2,2,1,1,2,3,4,3,3,4,3,3,29744.4,24246.5,23821.3,0,0,1,3,1,1,4,0,-6,3,1,0,2,0,4,-3,0,1,0,0,0,0,-4,-1,6,-2,0,3,-1,1,-4,2,0,0,1,3,1,1,4,0,6,3,1,0,2,0,4,3,0,1,0,0,0,0,4,1,6,2,0,3,1,1,4,2,0
g901gEpVa35,JekXg0kM,05/01/2025 21:32,05/01/2025 21:50,1076,1,125.124.163.70,120.7678664,30.7404874,浙江省,嘉兴市,COMPUTER,Windows,Chrome,1920px*1080px,1,1,1,0,0,3,1,2,6,1,3,4,4,5,4,4,2,3,5,4,1,4,2,5,1,4,2,4,4,4,1,5,2,4,1,5,2,4,1,5,2,4,1,4,2,5,1,4,2,5,1,4,2,5,1,4,2,5,1,4,5,5,4,5,4,4,5,5,4,4,5,4,2,5,1,5,2,4,1,5,2,4,1,5,2,5,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,1,3,3,20572.5,13330.1,77338.7,-1,-2,0,0,0,0,0,0,0,-5,-2,0,-1,0,0,0,1,2,0,0,0,0,1,-1,0,5,2,0,1,0,1,-1,1,2,0,0,0,0,0,0,0,5,2,0,1,0,0,0,1,2,0,0,0,0,1,1,0,5,2,0,1,0,1,1,0
vwk152BnWDv,8MZPW0rL,05/01/2025 21:33,05/01/2025 21:48,906,1,14.150.105.120,113.545904,23.103011,广东省,广州市,COMPUTER,Windows,Chrome,1603px*902px,1,1,1,0,0,3,1,4,4,1,3,4,4,5,2,4,1,4,4,4,4,4,2,5,2,4,4,4,4,5,2,5,2,4,1,4,2,2,2,4,1,4,2,4,4,5,2,4,2,4,2,5,1,2,2,3,1,4,2,4,5,5,4,5,4,4,5,4,4,5,5,4,1,4,4,4,2,5,2,2,1,2,2,3,2,2,1,1,2,2,2,1,1,3,2,2,2,2,4,1,2,2,3,3,2521.2,3928.6,47638.9,0,0,1,1,-1,-1,1,0,0,0,0,1,1,-3,2,-3,-1,1,0,-1,-2,1,-3,0,-1,1,1,-1,-4,3,-4,3,0,0,1,1,1,1,1,0,0,0,0,1,1,3,2,3,1,1,0,1,2,1,3,0,1,1,1,1,4,3,4,3,0
WQ2NJR5japr,xMo2EYRe,06/01/2025 08:57,06/01/2025 09:11,888,1,220.191.233.139,121.3837552,28.6393381,浙江省,台州市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,0,3,2,5,4,1,2,4,2,2,2,4,3,4,4,4,4,4,3,4,4,4,3,2,2,2,2,3,2,3,2,4,4,2,4,4,2,3,4,4,4,4,3,4,4,2,3,2,2,2,4,4,4,4,2,2,2,2,2,4,3,2,2,2,2,2,2,2,4,2,2,3,4,2,4,4,4,4,4,4,2,4,2,3,2,2,2,2,4,3,4,4,3,2,3,4,3,4,14,3,30814.2,60076.3,29531.3,-4,3,0,3,2,-2,-1,0,-2,3,2,2,4,-1,0,-1,0,-2,-1,-4,2,0,1,2,-2,-2,-3,-3,0,-1,0,3,4,3,0,3,2,2,1,0,2,3,2,2,4,1,0,1,0,2,1,4,2,0,1,2,2,2,3,3,0,1,0,3,1
lAGpyEmqQP5,p7Y3Nzle,06/01/2025 08:00,06/01/2025 08:10,589,1,39.171.198.188,120.58738,30.048163,浙江省,绍兴市,COMPUTER,Windows,Chrome,1536px*864px,0,1,1,0,0,3,1,4,4,1,3,4,3,5,2,4,1,4,4,5,2,5,1,4,2,5,2,4,2,5,2,4,2,5,1,4,3,4,2,4,1,4,2,4,1,5,2,4,2,4,3,4,2,3,2,4,1,5,2,4,4,5,5,4,5,5,4,3,4,4,4,4,1,5,2,4,1,4,1,5,2,3,2,4,1,5,1,2,2,1,3,4,2,1,2,2,3,3,4,4,5,4,14,3,40468.4,97764.3,29198.6,0,-1,1,2,1,-1,-1,0,0,-2,0,2,3,1,0,-1,0,1,-1,1,0,1,1,1,0,2,0,1,-2,-1,0,2,0,1,1,2,1,1,1,0,0,2,0,2,3,1,0,1,0,1,1,1,0,1,1,1,0,2,0,1,2,1,0,2,1
nZoy8PXV10m,WMRywn1e,06/01/2025 01:36,06/01/2025 01:46,615,1,36.97.34.204,125.2932895,43.8883808,吉林省,长春市,COMPUTER,Windows,Chrome,1566px*979px,0,1,1,0,0,3,1,4,2,1,3,5,2,4,2,4,3,3,3,3,4,2,5,3,2,5,3,4,4,4,2,2,2,2,2,2,4,4,2,4,2,4,2,5,2,3,2,4,2,4,3,2,4,4,3,3,3,4,3,5,4,4,4,4,3,3,4,5,5,3,4,5,3,4,2,3,2,4,1,3,3,4,2,4,3,4,3,1,3,2,4,3,2,3,2,3,3,3,3,4,4,2,14,3,8734.9,4096.5,34714.3,0,-2,-4,1,0,1,1,2,1,0,-1,-1,-1,-2,1,1,1,1,3,1,1,1,0,-2,0,-1,0,3,2,4,0,-1,0,2,4,1,0,1,1,2,1,0,1,1,1,2,1,1,1,1,3,1,1,1,0,2,0,1,0,3,2,4,0,1,1
Q1kZBqGRZ6q,0eyQ9YPe,06/01/2025 00:03,06/01/2025 00:19,916,1,36.163.143.2,109.7474,38.28423,陕西省,榆林市,COMPUTER,Windows,Microsoft Edge,1920px*1080px,0,1,1,0,0,3,1,4,4,1,3,4,4,5,5,5,1,2,4,5,3,5,2,3,3,5,4,5,3,5,2,5,4,5,1,4,1,3,3,5,1,4,1,5,4,5,3,5,1,4,1,5,2,3,3,4,1,5,1,4,5,5,4,4,4,5,5,4,3,4,5,5,4,4,3,5,2,3,4,3,4,4,5,1,4,3,2,2,3,2,2,1,1,2,1,1,1,3,5,2,2,5,14,3,19871.8,15342.7,36682.1,0,2,1,-3,-1,1,0,0,-1,-2,-2,-1,2,0,-1,-5,-1,-2,-2,-1,0,-5,-5,-4,0,2,1,-3,-3,-4,-4,1,0,2,1,3,1,1,0,0,1,2,2,1,2,0,1,5,1,2,2,1,0,5,5,4,0,2,1,3,3,4,4,1,1
WQ2ZDOroN84,8MZmYnre,05/01/2025 23:25,05/01/2025 23:40,914,1,39.183.149.194,120.122456,29.311987,浙江省,金华市,COMPUTER,Windows,Chrome,1920px*1080px,0,1,1,0,0,3,2,4,3,1,3,3,1,2,1,5,3,3,5,5,1,5,2,5,1,5,4,5,1,4,1,5,1,5,1,5,2,2,1,5,1,5,1,3,1,3,1,5,1,2,1,5,2,3,1,5,3,5,1,5,5,5,4,5,5,5,5,5,4,5,5,4,1,3,1,5,1,5,2,5,3,4,2,5,1,5,2,3,2,2,2,2,2,1,3,1,2,3,5,2,3,2,14,3,83818.9,63191.8,71040.8,3,0,3,0,-1,0,0,2,-1,0,1,-2,2,0,0,-1,-2,0,0,-1,2,-2,0,-1,2,0,2,1,-1,-2,0,2,3,0,3,0,1,0,0,2,1,0,1,2,2,0,0,1,2,0,0,1,2,2,0,1,2,0,2,1,1,2,0,2,1
nZoyZ9xZ1bW,5LwJnR67,05/01/2025 22:58,05/01/2025 23:11,778,1,223.101.154.6,123.9574206,41.8744867,辽宁省,抚顺市,COMPUTER,Mac OS X,Safari,1440px*932px,0,1,1,0,0,3,2,5,2,1,3,4,3,2,3,4,1,4,5,4,2,5,2,3,2,3,3,3,2,4,1,3,1,4,1,5,2,2,2,4,2,4,1,3,1,3,2,4,1,2,2,5,2,3,2,3,3,4,1,5,5,5,5,5,4,4,4,5,4,5,5,4,2,5,3,4,2,5,2,4,2,3,1,5,2,4,1,2,1,1,1,1,2,1,1,2,2,2,3,2,2,1,14,3,48722,56669,30934,1,0,1,1,-1,0,1,1,0,-3,2,1,1,0,-1,-1,2,-2,2,-2,0,1,1,0,3,1,1,-2,-2,1,3,2,1,0,1,1,1,0,1,1,0,3,2,1,1,0,1,1,2,2,2,2,0,1,1,0,3,1,1,2,2,1,3,2,1
mNVQDkr0WXp,0eyQvEQe,05/01/2025 22:30,05/01/2025 22:52,1324,1,183.202.245.221,111.1239195,37.5212815,山西省,吕梁市,COMPUTER,Windows,WeChat,1536px*864px,0,1,1,0,0,3,1,4,2,1,1,4,4,4,3,4,1,4,5,2,4,4,1,4,1,4,4,4,1,4,1,5,2,5,2,4,1,5,1,4,3,4,3,2,2,4,1,5,1,4,1,3,2,2,2,4,2,5,1,5,5,5,4,4,4,5,5,5,3,4,4,4,1,4,1,4,2,5,2,5,2,3,2,3,3,4,2,2,1,2,2,1,1,2,3,1,2,1,2,2,1,1,14,3,239174.6,55391.9,68351.9,2,1,1,-2,4,2,-1,-3,2,-4,-1,0,1,-1,-1,-2,0,0,-1,0,-1,-2,-1,1,0,5,1,-2,2,1,-1,0,2,1,1,2,4,2,1,3,2,4,1,0,1,1,1,2,0,0,1,0,1,2,1,1,0,5,1,2,2,1,1,0,1
oGm8ZDqW0R6,AM99AAnM,05/01/2025 22:32,05/01/2025 22:41,552,1,211.141.218.162,118.373637,31.329081,安徽省,芜湖市,COMPUTER,Windows,Chrome,1440px*960px,0,1,1,0,0,3,2,4,2,1,2,2,1,1,1,4,3,3,3,5,3,5,2,2,1,2,1,3,1,4,1,4,2,4,1,5,5,5,4,5,4,4,2,5,4,4,3,3,2,3,2,5,4,4,4,5,4,5,4,2,2,1,3,3,2,3,1,1,1,2,2,2,3,1,1,4,3,4,3,5,4,5,4,4,3,3,3,1,2,1,1,2,4,3,4,1,2,2,3,3,2,2,14,3,37846,38631.3,30913.3,-2,5,2,1,1,-1,-1,2,-6,5,1,-2,1,3,-6,6,-4,-2,0,-3,0,1,-2,0,0,-2,1,0,0,-3,3,-4,2,5,2,1,1,1,1,2,6,5,1,2,1,3,6,6,4,2,0,3,0,1,2,0,0,2,1,0,0,3,3,4,1
mNV5mKvQOxO,xMo8yk07,06/01/2025 08:44,06/01/2025 08:55,664,1,119.125.22.24,116.182633,24.668321,广东省,梅州市,COMPUTER,Windows,Chrome,1536px*864px,1,1,0,0,0,4,1,4,4,1,3,4,4,5,4,4,2,5,4,4,1,4,1,4,1,4,2,5,3,4,2,5,2,5,2,5,2,2,2,5,2,4,1,4,2,5,2,5,2,4,1,4,2,2,2,5,2,5,2,5,4,4,5,5,4,4,5,4,5,4,5,4,1,5,2,5,2,4,1,4,1,2,2,4,1,4,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,4,4,39474.9,25966.4,32646.6,0,-1,1,-1,1,0,-1,1,0,-4,0,-1,2,2,-2,1,0,2,-1,1,-1,1,-1,0,0,5,0,1,-2,-1,0,0,0,1,1,1,1,0,1,1,0,4,0,1,2,2,2,1,0,2,1,1,1,1,1,0,0,5,0,1,2,1,0,0,0
vwkW5PxRoBx,9LQy2wvL,06/01/2025 08:10,06/01/2025 08:34,1422,1,220.191.226.7,120.5876863,29.9929493,浙江省,绍兴市,COMPUTER,Windows,WeChat,1600px*900px,1,1,0,0,0,4,2,4,5,1,3,4,5,5,4,2,1,4,4,3,2,5,1,4,1,2,2,5,5,4,2,4,1,5,1,4,2,1,2,5,1,4,1,5,5,4,2,2,1,2,1,4,1,1,1,4,1,3,1,5,4,5,4,5,4,5,4,5,5,4,4,5,2,5,2,3,1,4,1,4,1,2,1,4,1,5,2,2,1,1,1,1,1,2,1,1,1,2,4,2,2,1,4,4,71644.7,98174.9,40959.3,0,0,5,0,0,-2,2,0,0,-2,2,-1,3,-1,-1,-1,1,3,-2,0,1,2,0,-1,1,5,1,1,-2,1,3,0,0,0,5,0,0,2,2,0,0,2,2,1,3,1,1,1,1,3,2,0,1,2,0,1,1,5,1,1,2,1,3,0,0
lAGk0J65Bp9,WMR33A17,05/01/2025 23:41,06/01/2025 00:09,1666,1,110.185.101.69,104.0781105,30.6602396,四川省,成都市,COMPUTER,Windows,Chrome,1920px*1080px,1,1,0,0,0,4,2,4,3,1,3,4,4,5,4,4,1,4,5,5,2,5,2,5,2,4,1,4,1,4,1,5,2,5,2,5,1,4,1,4,1,4,1,4,1,4,1,4,1,5,2,5,2,5,2,4,1,4,1,4,5,4,5,5,4,5,4,4,5,4,5,4,1,4,1,5,2,5,2,5,2,4,1,4,1,5,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,1,4,4,5029.5,1328.9,819.7,0,0,1,-1,-1,2,0,0,1,-6,-1,1,0,0,1,-1,0,0,0,0,0,-1,1,-1,-1,6,2,-2,-1,1,0,0,0,0,1,1,1,2,0,0,1,6,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,6,2,2,1,1,0,0,0
NPXZQPar5bm,WLGqm2pM,05/01/2025 21:49,05/01/2025 21:59,615,1,27.195.0.185,118.0876529,36.7532161,山东省,淄博市,COMPUTER,Windows,Chrome,1440px*900px,1,1,0,0,0,4,2,4,3,1,3,4,4,4,5,3,2,5,4,3,4,3,4,3,2,2,2,5,4,4,3,3,1,2,2,3,2,2,3,3,1,3,2,5,5,4,3,3,1,2,2,3,3,2,2,3,1,2,2,5,4,5,5,4,4,5,4,4,5,4,4,5,4,4,2,3,1,3,2,3,2,3,2,3,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,4,4,11508.8,10167.4,26829.1,0,1,0,0,0,0,1,0,-1,-1,3,-1,1,-3,0,-1,0,1,1,0,1,1,-1,0,1,3,-2,1,0,4,0,1,0,1,0,0,0,0,1,0,1,1,3,1,1,3,0,1,0,1,1,0,1,1,1,0,1,3,2,1,0,4,0,1,0
WQ2ZWm0m31P,xeb63dye,05/01/2025 21:36,05/01/2025 21:51,882,1,183.197.92.46,114.4916153,37.0722339,河北省,邢台市,COMPUTER,Windows,Chrome,1366px*768px,1,1,0,0,0,4,2,5,4,1,3,4,4,5,4,5,1,4,5,4,2,4,1,5,2,4,2,4,4,4,1,4,1,4,1,5,1,2,1,4,2,3,1,5,4,4,2,5,1,4,1,4,2,2,1,4,1,4,1,4,5,5,4,5,5,4,4,5,4,4,5,5,2,5,4,4,1,4,1,5,2,4,1,4,1,4,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,4,4,73210.4,65259.3,26677.6,-1,1,-1,0,1,1,-1,-1,0,-2,0,0,2,0,1,-2,2,-1,0,0,2,-1,1,0,1,2,-1,0,1,0,-1,1,1,1,1,0,1,1,1,1,0,2,0,0,2,0,1,2,2,1,0,0,2,1,1,0,1,2,1,0,1,0,1,1,0
g901gN6A9El,oe4JgDx7,05/01/2025 21:32,05/01/2025 21:57,1490,1,180.102.132.190,118.7377507,32.0992691,江苏省,南京市,COMPUTER,Windows,Chrome,1920px*1080px,1,1,0,0,0,4,2,4,6,1,3,4,4,5,5,4,2,5,4,5,2,4,1,5,2,4,1,4,4,4,2,5,1,4,1,5,2,4,1,4,1,4,1,4,3,4,1,4,2,5,2,5,2,4,1,5,2,5,1,4,4,5,5,4,5,5,4,5,5,4,5,4,2,5,1,4,1,4,1,5,2,4,1,5,2,4,1,2,2,1,2,1,2,2,1,1,1,1,4,1,2,1,4,4,297479.3,2644,30122.2,0,-2,0,2,0,0,-2,1,1,-5,0,0,0,0,-1,0,1,3,-1,0,0,0,1,-1,0,6,-1,2,0,0,0,0,0,2,0,2,0,0,2,1,1,5,0,0,0,0,1,0,1,3,1,0,0,0,1,1,0,6,1,2,0,0,0,0,0
Xy4ZjJQGPB8,kMrab2pe,05/01/2025 21:34,05/01/2025 21:51,976,1,112.109.151.10,117.6719642,24.5135221,福建省,漳州市,COMPUTER,Windows,Chrome,1536px*864px,1,1,0,0,0,4,1,4,3,1,3,5,4,5,5,4,2,4,5,4,2,4,1,5,3,3,2,4,4,5,2,4,1,4,1,4,2,2,2,3,2,3,1,5,4,4,3,3,1,4,1,4,2,3,1,3,2,3,1,4,5,5,4,5,4,4,5,5,4,5,5,5,4,4,3,3,1,3,2,3,1,4,3,3,1,3,2,2,2,2,2,3,1,1,2,2,2,2,3,2,2,2,4,4,103771.2,124188.2,31040.4,0,1,1,0,-1,-1,0,0,1,-2,1,-1,1,0,2,-2,0,-1,-2,-1,1,0,0,0,-1,2,-2,0,-1,-1,-2,2,0,1,1,0,1,1,0,0,1,2,1,1,1,0,2,2,0,1,2,1,1,0,0,0,1,2,2,0,1,1,2,2,0
oGm5kkn6ZJB,0ey2R49M,05/01/2025 21:32,05/01/2025 21:50,1102,1,117.182.157.32,109.2271847,23.727183,广西壮族自治区,来宾市,COMPUTER,Windows,Chrome,1280px*720px,1,1,0,0,0,4,1,4,2,1,3,4,4,5,4,4,2,1,4,4,3,5,2,4,4,3,4,4,2,4,1,4,1,5,2,4,1,2,2,4,1,5,1,4,4,4,2,5,1,4,2,4,1,2,2,4,1,5,1,5,5,4,4,5,4,4,5,5,4,4,5,5,1,4,2,4,1,5,2,4,1,2,2,4,1,5,2,1,1,2,2,1,2,1,1,1,1,2,4,1,2,1,4,4,59452.1,46264.8,29024.6,0,3,0,0,0,0,0,0,1,-2,-4,-1,3,-2,-2,-6,1,0,0,0,0,0,0,-1,0,5,4,1,-3,2,2,5,0,3,0,0,0,0,0,0,1,2,4,1,3,2,2,6,1,0,0,0,0,0,0,1,0,5,4,1,3,2,2,5,0
bo3Qxap3OGy,9LQxVOG7,05/01/2025 21:28,05/01/2025 21:38,609,1,180.136.227.168,108.3111942,22.8052092,广西壮族自治区,南宁市,COMPUTER,Windows,Chrome,1536px*864px,1,1,0,0,0,4,1,4,3,1,3,4,4,4,3,4,1,4,4,3,2,5,2,5,2,4,3,4,2,5,1,4,1,4,2,5,1,3,2,5,1,5,1,4,2,5,1,5,1,4,1,4,1,3,2,4,1,4,2,4,5,5,4,4,5,5,5,5,4,5,5,4,1,4,2,4,1,5,1,4,2,4,1,5,1,5,1,2,1,1,2,2,2,1,1,1,2,2,3,3,2,2,4,4,29904.4,23057.3,27340.8,0,0,-1,-1,1,0,2,1,-1,-4,-1,-1,1,-1,1,-2,-1,0,1,1,0,0,0,0,0,4,1,1,0,1,1,3,0,0,1,1,1,0,2,1,1,4,1,1,1,1,1,2,1,0,1,1,0,0,0,0,0,4,1,1,0,1,1,3,0
